Date,Product ID,Product Type,Size,Color,Quantity Sold,Sales Channel,Marketing Channel,Revenue,Production Time,Cost per Unit,Customer Satisfaction,Product Rating,Customer Comments,Material Type,Printing Method,Discount Applied,Estimated Delivery Date,Supplier,Shipping Cost,Customer Location,Payment Method,Internal Comments,Order Number
2025-01-24,6217,Short Sleeve,S,Green,2,Online,Organic Search,40.08,1.39,9.29,4.7,1.36,Not satisfied,Cotton,Screen Printing,No,2025-01-25,Supplier A,5.41,City B,Credit Card,Handled with care,372894
2025-01-25,6471,Hoodie,L,Black,7,Social Media,Organic Search,25.23,3.02,6.16,4.2,2.35,Fast delivery,Cotton,Screen Printing,Yes,2025-01-26,Supplier A,13.72,City B,Bank Transfer,Handled with care,522212
2025-01-26,3349,Hoodie,M,Black,2,Social Media,Social Media,53.05,3.02,12.16,1.73,2.0,Good quality,Polyester,Sublimation,Yes,2025-01-27,Supplier C,9.49,City B,PayPal,Handled with care,486045
2025-01-27,3822,Tank Top,XL,Black,3,Social Media,Organic Search,66.19,1.49,13.6,2.49,3.74,Fast delivery,Blend,Sublimation,Yes,2025-01-28,Supplier C,4.21,City C,Bank Transfer,Special instructions,160129
2025-01-28,3598,Long Sleeve,XL,Blue,4,Fair,Social Media,59.72,2.41,16.24,4.86,1.22,Good quality,Polyester,Sublimation,No,2025-01-29,Supplier B,12.6,City B,Bank Transfer,Special instructions,512614
2025-01-29,5147,Hoodie,M,White,1,Online,Organic Search,33.02,4.57,18.85,2.94,2.93,Good quality,Blend,Screen Printing,Yes,2025-01-30,Supplier C,10.32,City A,PayPal,Special instructions,429454
2025-01-30,9087,Tank Top,M,White,5,Fair,Organic Search,49.72,3.76,11.56,2.34,3.22,Not satisfied,Polyester,Embroidery,No,2025-01-31,Supplier B,9.69,City B,Credit Card,Special instructions,245567
2025-01-31,5867,Hoodie,L,White,6,Fair,Email,93.43,3.93,14.42,4.85,4.73,Not satisfied,Cotton,Embroidery,No,2025-02-01,Supplier A,13.08,City A,Bank Transfer,Urgent,177466
2025-02-01,2882,Short Sleeve,M,Blue,4,Social Media,Email,56.74,4.51,5.9,3.8,4.68,Fast delivery,Cotton,Sublimation,No,2025-02-02,Supplier B,3.78,City C,PayPal,Special instructions,700632
2025-02-02,8802,Tank Top,S,White,9,Social Media,Email,60.98,2.24,12.13,3.79,1.03,Good quality,Polyester,Screen Printing,Yes,2025-02-03,Supplier C,12.57,City B,PayPal,Urgent,294300
2025-02-03,6533,Tank Top,L,Blue,8,Online,Email,57.75,4.16,18.05,2.65,3.32,Good quality,Blend,Embroidery,Yes,2025-02-04,Supplier B,4.69,City B,PayPal,Urgent,819828
2025-02-04,1645,Tank Top,XL,Blue,9,Social Media,Social Media,50.78,1.39,13.88,1.37,2.6,Good quality,Polyester,Embroidery,No,2025-02-05,Supplier B,5.17,City B,Bank Transfer,Urgent,921216
2025-02-05,6497,Short Sleeve,S,Green,9,Online,Organic Search,24.85,3.31,10.63,4.93,3.15,Fast delivery,Polyester,Screen Printing,Yes,2025-02-06,Supplier C,9.45,City A,Credit Card,Handled with care,544486
2025-02-06,5039,Tank Top,S,Blue,3,Online,Organic Search,38.33,3.14,6.34,1.34,3.6,Will buy again,Polyester,Embroidery,No,2025-02-07,Supplier B,13.53,City A,Credit Card,Urgent,982563
2025-02-07,7927,Tank Top,XL,Red,6,Online,Email,60.0,2.72,12.48,3.66,2.1,Not satisfied,Cotton,Embroidery,No,2025-02-08,Supplier A,6.37,City A,PayPal,Urgent,743408
2025-02-08,7990,Short Sleeve,S,Red,4,Online,Organic Search,66.75,1.84,18.78,1.2,4.04,Good quality,Polyester,Sublimation,Yes,2025-02-09,Supplier B,12.45,City B,Credit Card,Special instructions,940626
2025-02-09,7324,Hoodie,XL,White,8,Online,Email,58.25,2.71,6.11,1.06,4.68,Will buy again,Blend,Embroidery,Yes,2025-02-10,Supplier A,7.99,City B,Bank Transfer,Special instructions,833934
2025-02-10,6479,Short Sleeve,XL,Red,7,Social Media,Email,49.11,4.38,12.96,1.04,4.56,Not satisfied,Cotton,Embroidery,Yes,2025-02-11,Supplier A,7.77,City B,PayPal,Special instructions,648472
2025-02-11,7407,Long Sleeve,XL,Green,4,Fair,Organic Search,84.28,3.92,11.39,4.77,4.02,Will buy again,Polyester,Sublimation,No,2025-02-12,Supplier C,4.21,City A,Bank Transfer,Urgent,755614
2025-02-12,1761,Short Sleeve,XL,Red,6,Online,Email,75.58,2.76,16.39,2.85,3.1,Good quality,Polyester,Screen Printing,No,2025-02-13,Supplier C,13.13,City A,PayPal,Handled with care,843806
2025-02-13,4997,Hoodie,L,Blue,6,Fair,Social Media,95.63,4.87,7.27,3.41,2.94,Good quality,Cotton,Sublimation,No,2025-02-14,Supplier B,9.58,City A,PayPal,Handled with care,179935
2025-02-14,5791,Tank Top,S,Red,5,Online,Email,22.22,4.14,7.57,1.57,3.98,Will buy again,Polyester,Embroidery,Yes,2025-02-15,Supplier B,7.36,City C,Credit Card,Special instructions,708344
2025-02-15,1625,Tank Top,M,Black,4,Fair,Email,79.53,1.18,15.74,2.95,4.09,Will buy again,Cotton,Embroidery,Yes,2025-02-16,Supplier C,5.05,City A,Bank Transfer,Handled with care,986814
2025-02-16,9587,Short Sleeve,L,Green,3,Fair,Social Media,24.91,4.0,15.2,3.08,1.05,Fast delivery,Cotton,Embroidery,Yes,2025-02-17,Supplier C,9.16,City C,Credit Card,Urgent,820769
2025-02-17,6837,Long Sleeve,M,White,2,Online,Email,43.28,3.87,12.77,1.61,1.15,Fast delivery,Polyester,Screen Printing,No,2025-02-18,Supplier B,5.17,City B,Bank Transfer,Special instructions,408961
2025-02-18,4383,Short Sleeve,L,Black,7,Social Media,Email,93.37,1.2,5.07,2.83,2.91,Good quality,Blend,Screen Printing,Yes,2025-02-19,Supplier A,5.43,City B,PayPal,Urgent,566923
2025-02-19,3555,Long Sleeve,S,Green,1,Social Media,Email,82.03,4.71,17.83,4.55,4.47,Good quality,Polyester,Screen Printing,Yes,2025-02-20,Supplier B,9.39,City B,Credit Card,Urgent,808991
2025-02-20,5600,Short Sleeve,XL,Green,1,Social Media,Social Media,72.96,2.87,19.81,3.3,1.86,Not satisfied,Blend,Sublimation,No,2025-02-21,Supplier C,13.35,City A,PayPal,Urgent,194904
2025-02-21,6305,Long Sleeve,M,Green,7,Social Media,Email,51.98,1.96,15.01,1.74,1.57,Fast delivery,Blend,Sublimation,Yes,2025-02-22,Supplier C,12.87,City C,PayPal,Special instructions,608934
2025-02-22,7758,Long Sleeve,L,Red,4,Fair,Email,23.99,2.79,19.0,4.82,4.73,Fast delivery,Cotton,Embroidery,No,2025-02-23,Supplier C,10.49,City A,PayPal,Handled with care,105656
2025-02-23,8762,Tank Top,S,Red,9,Online,Organic Search,40.82,4.34,16.37,4.57,4.56,Good quality,Blend,Screen Printing,No,2025-02-24,Supplier B,6.93,City B,PayPal,Handled with care,190272
2025-02-24,4308,Long Sleeve,S,Black,4,Online,Social Media,58.47,2.0,15.26,4.71,2.07,Will buy again,Cotton,Embroidery,Yes,2025-02-25,Supplier A,6.04,City A,Credit Card,Special instructions,101607
2025-02-25,1165,Tank Top,L,Black,4,Social Media,Social Media,53.82,4.66,10.27,4.12,4.36,Fast delivery,Polyester,Sublimation,No,2025-02-26,Supplier B,9.85,City A,Credit Card,Urgent,656138
2025-02-26,2415,Short Sleeve,XL,Blue,8,Online,Social Media,56.65,1.26,6.19,3.25,4.03,Will buy again,Blend,Embroidery,No,2025-02-27,Supplier C,10.47,City A,PayPal,Handled with care,751138
2025-02-27,2821,Short Sleeve,L,Blue,5,Online,Email,22.42,1.36,5.48,4.1,4.98,Fast delivery,Cotton,Screen Printing,No,2025-02-28,Supplier A,14.2,City B,PayPal,Handled with care,252522
2025-02-28,1523,Short Sleeve,L,Blue,9,Online,Social Media,70.65,3.4,11.76,3.48,1.65,Not satisfied,Blend,Sublimation,No,2025-03-01,Supplier C,14.2,City B,PayPal,Urgent,989137
2025-03-01,8228,Short Sleeve,L,Green,7,Fair,Social Media,56.08,3.04,11.89,1.02,4.59,Fast delivery,Polyester,Embroidery,Yes,2025-03-02,Supplier B,6.9,City B,PayPal,Special instructions,636385
2025-03-02,9295,Short Sleeve,XL,White,7,Online,Email,21.34,3.69,10.79,1.47,1.23,Fast delivery,Cotton,Embroidery,Yes,2025-03-03,Supplier C,4.93,City C,Credit Card,Urgent,382690
2025-03-03,1699,Tank Top,M,Blue,8,Online,Organic Search,95.14,1.17,5.45,1.44,3.69,Will buy again,Cotton,Sublimation,No,2025-03-04,Supplier B,14.65,City A,Bank Transfer,Urgent,241279
2025-03-04,7273,Short Sleeve,L,Black,3,Social Media,Social Media,35.82,2.04,7.99,3.22,3.68,Will buy again,Polyester,Screen Printing,No,2025-03-05,Supplier B,13.12,City A,Credit Card,Urgent,687422
2025-03-05,1448,Long Sleeve,S,White,6,Fair,Social Media,33.57,3.81,7.05,3.78,4.66,Fast delivery,Polyester,Embroidery,No,2025-03-06,Supplier B,3.48,City A,PayPal,Handled with care,938203
2025-03-06,9146,Hoodie,M,Blue,5,Fair,Social Media,80.41,2.38,5.19,4.76,1.91,Will buy again,Cotton,Embroidery,No,2025-03-07,Supplier B,11.67,City B,PayPal,Urgent,466882
2025-03-07,4467,Tank Top,S,Red,1,Online,Social Media,47.89,2.22,14.29,4.6,1.69,Will buy again,Polyester,Sublimation,Yes,2025-03-08,Supplier A,5.11,City A,PayPal,Handled with care,832078
2025-03-08,7517,Long Sleeve,S,Blue,6,Online,Email,68.92,4.28,6.48,3.39,3.05,Not satisfied,Cotton,Embroidery,Yes,2025-03-09,Supplier A,8.07,City A,Credit Card,Urgent,194269
2025-03-09,4087,Hoodie,L,Blue,7,Fair,Social Media,20.48,4.18,7.23,3.28,4.81,Not satisfied,Polyester,Embroidery,Yes,2025-03-10,Supplier B,9.93,City A,Credit Card,Special instructions,322284
2025-03-10,1131,Hoodie,M,Green,7,Online,Email,54.51,3.98,6.49,1.27,2.12,Will buy again,Polyester,Sublimation,No,2025-03-11,Supplier A,7.43,City C,Bank Transfer,Handled with care,294644
2025-03-11,1213,Tank Top,L,Green,9,Online,Email,21.99,3.51,16.47,4.08,4.19,Good quality,Polyester,Screen Printing,No,2025-03-12,Supplier A,9.13,City A,Credit Card,Handled with care,516694
2025-03-12,4356,Long Sleeve,S,Blue,6,Social Media,Organic Search,36.76,4.82,18.25,2.06,2.28,Will buy again,Blend,Screen Printing,No,2025-03-13,Supplier C,4.89,City C,PayPal,Special instructions,746792
2025-03-13,2614,Hoodie,L,Green,3,Fair,Social Media,35.58,1.08,6.78,4.67,2.02,Good quality,Polyester,Embroidery,Yes,2025-03-14,Supplier A,8.56,City B,PayPal,Special instructions,811368
2025-03-14,3927,Hoodie,XL,Red,4,Social Media,Social Media,97.67,1.61,14.23,1.88,3.74,Good quality,Blend,Embroidery,Yes,2025-03-15,Supplier A,9.58,City B,PayPal,Handled with care,585022
2025-03-15,5940,Tank Top,XL,White,8,Social Media,Social Media,44.19,2.84,14.3,3.79,4.09,Not satisfied,Blend,Embroidery,Yes,2025-03-16,Supplier B,3.93,City C,Bank Transfer,Handled with care,407707
2025-03-16,2291,Short Sleeve,L,White,4,Social Media,Organic Search,87.14,2.12,9.22,1.45,1.05,Not satisfied,Blend,Embroidery,No,2025-03-17,Supplier C,11.0,City B,Credit Card,Special instructions,811398
2025-03-17,2383,Hoodie,L,Green,6,Fair,Social Media,53.66,2.17,13.83,2.98,3.33,Good quality,Polyester,Screen Printing,Yes,2025-03-18,Supplier C,6.02,City A,PayPal,Urgent,164073
2025-03-18,5845,Tank Top,L,Blue,2,Online,Email,88.97,4.92,11.5,1.6,3.12,Good quality,Blend,Sublimation,No,2025-03-19,Supplier A,7.62,City A,Credit Card,Special instructions,195589
2025-03-19,6538,Tank Top,L,Red,2,Social Media,Social Media,73.02,1.18,6.61,4.37,2.56,Good quality,Cotton,Sublimation,Yes,2025-03-20,Supplier A,3.32,City C,PayPal,Special instructions,331379
2025-03-20,4070,Long Sleeve,L,Red,1,Online,Organic Search,20.57,1.1,19.37,3.46,4.14,Will buy again,Cotton,Screen Printing,Yes,2025-03-21,Supplier A,12.07,City A,PayPal,Handled with care,285428
2025-03-21,1656,Tank Top,XL,Black,5,Social Media,Social Media,28.93,4.74,15.18,4.91,2.42,Will buy again,Polyester,Sublimation,Yes,2025-03-22,Supplier B,9.44,City C,PayPal,Special instructions,884207
2025-03-22,3593,Tank Top,M,Green,4,Online,Organic Search,22.51,1.64,19.31,1.56,3.18,Fast delivery,Blend,Screen Printing,No,2025-03-23,Supplier A,6.62,City C,Bank Transfer,Special instructions,281625
2025-03-23,4105,Short Sleeve,L,Black,4,Social Media,Social Media,27.24,1.17,7.27,4.42,2.71,Fast delivery,Cotton,Screen Printing,No,2025-03-24,Supplier A,3.18,City B,PayPal,Urgent,591278
2025-03-24,8340,Hoodie,M,Green,5,Online,Organic Search,37.63,2.83,16.91,3.94,2.79,Not satisfied,Cotton,Screen Printing,No,2025-03-25,Supplier A,6.28,City A,Bank Transfer,Urgent,995743
2025-03-25,2510,Long Sleeve,L,Black,4,Online,Social Media,82.85,4.53,11.31,2.55,2.94,Not satisfied,Polyester,Sublimation,Yes,2025-03-26,Supplier C,12.89,City B,Credit Card,Special instructions,403346
2025-03-26,2130,Tank Top,M,Blue,6,Social Media,Social Media,78.69,2.22,18.95,1.07,1.62,Fast delivery,Blend,Screen Printing,No,2025-03-27,Supplier A,10.98,City A,Credit Card,Urgent,571955
2025-03-27,1595,Long Sleeve,XL,Green,9,Online,Organic Search,39.58,4.73,15.3,3.94,4.21,Not satisfied,Cotton,Embroidery,Yes,2025-03-28,Supplier A,8.78,City B,Bank Transfer,Special instructions,657037
2025-03-28,5850,Hoodie,S,White,2,Social Media,Social Media,51.23,4.46,7.21,1.39,2.16,Not satisfied,Polyester,Screen Printing,No,2025-03-29,Supplier B,5.13,City C,Credit Card,Handled with care,525138
2025-03-29,2440,Tank Top,M,Green,4,Social Media,Organic Search,88.76,2.12,5.49,4.24,3.07,Will buy again,Polyester,Sublimation,Yes,2025-03-30,Supplier C,4.65,City B,Credit Card,Urgent,111288
2025-03-30,6015,Tank Top,XL,White,1,Fair,Social Media,25.79,2.74,6.88,4.19,2.09,Not satisfied,Cotton,Screen Printing,Yes,2025-03-31,Supplier C,6.25,City C,PayPal,Special instructions,446112
2025-03-31,1324,Long Sleeve,M,Black,7,Social Media,Email,65.19,4.69,15.69,1.86,4.44,Will buy again,Blend,Sublimation,Yes,2025-04-01,Supplier C,11.87,City C,PayPal,Urgent,945817
2025-04-01,6535,Short Sleeve,XL,Black,5,Online,Organic Search,29.2,1.49,5.16,4.86,4.33,Will buy again,Polyester,Embroidery,No,2025-04-02,Supplier C,9.56,City C,Credit Card,Special instructions,528968
2025-04-02,9854,Hoodie,S,Blue,8,Online,Organic Search,99.52,1.25,12.17,4.17,4.8,Will buy again,Cotton,Embroidery,No,2025-04-03,Supplier B,3.28,City A,Bank Transfer,Special instructions,158105
2025-04-03,8232,Hoodie,XL,White,7,Fair,Social Media,55.33,1.75,13.3,3.42,2.46,Not satisfied,Polyester,Embroidery,Yes,2025-04-04,Supplier A,8.76,City B,Bank Transfer,Urgent,238292
2025-04-04,8909,Hoodie,L,Blue,6,Fair,Email,93.22,1.9,17.18,3.94,4.55,Good quality,Polyester,Sublimation,No,2025-04-05,Supplier B,4.2,City B,Credit Card,Handled with care,260922
2025-04-05,1079,Tank Top,L,Red,7,Social Media,Organic Search,32.24,1.72,11.7,2.87,4.44,Fast delivery,Cotton,Embroidery,Yes,2025-04-06,Supplier C,7.72,City C,PayPal,Special instructions,190843
2025-04-06,9275,Tank Top,M,White,1,Online,Email,99.22,1.13,5.08,1.37,3.3,Fast delivery,Polyester,Embroidery,No,2025-04-07,Supplier A,4.52,City C,Credit Card,Urgent,571722
2025-04-07,7927,Tank Top,L,Green,8,Fair,Organic Search,24.74,3.87,8.28,3.55,1.59,Good quality,Cotton,Screen Printing,Yes,2025-04-08,Supplier A,5.6,City C,Credit Card,Handled with care,418824
2025-04-08,6130,Long Sleeve,L,White,8,Online,Social Media,24.71,1.65,5.71,2.66,3.82,Will buy again,Polyester,Sublimation,Yes,2025-04-09,Supplier A,14.14,City A,Credit Card,Handled with care,635395
2025-04-09,6620,Hoodie,S,Black,2,Fair,Email,85.86,2.82,19.71,4.92,4.78,Fast delivery,Polyester,Sublimation,No,2025-04-10,Supplier A,11.74,City C,Credit Card,Urgent,610756
2025-04-10,2731,Hoodie,L,Blue,1,Online,Email,82.13,1.48,14.58,1.25,4.28,Good quality,Cotton,Sublimation,No,2025-04-11,Supplier A,12.6,City B,Credit Card,Handled with care,414815
2025-04-11,2360,Hoodie,L,Red,3,Online,Organic Search,39.83,2.46,5.03,1.64,1.31,Fast delivery,Polyester,Sublimation,No,2025-04-12,Supplier B,10.51,City B,Bank Transfer,Handled with care,531675
2025-04-12,6440,Short Sleeve,M,Blue,7,Fair,Email,39.75,2.59,5.58,4.6,1.09,Not satisfied,Cotton,Embroidery,No,2025-04-13,Supplier B,4.34,City A,PayPal,Handled with care,394884
2025-04-13,1363,Tank Top,L,Red,7,Online,Social Media,57.81,4.65,8.38,2.95,2.84,Fast delivery,Blend,Sublimation,Yes,2025-04-14,Supplier A,12.76,City A,Bank Transfer,Urgent,448189
2025-04-14,5562,Hoodie,L,Black,8,Social Media,Email,95.49,3.82,16.68,1.77,4.65,Not satisfied,Blend,Sublimation,No,2025-04-15,Supplier B,8.84,City A,Credit Card,Urgent,551002
2025-04-15,3386,Hoodie,XL,Blue,5,Social Media,Email,70.07,4.62,10.99,2.25,3.89,Will buy again,Cotton,Embroidery,Yes,2025-04-16,Supplier A,4.69,City A,PayPal,Handled with care,959477
2025-04-16,9889,Tank Top,XL,Green,4,Online,Social Media,86.6,2.96,12.58,1.31,5.0,Will buy again,Blend,Embroidery,No,2025-04-17,Supplier A,10.65,City B,Bank Transfer,Handled with care,958000
2025-04-17,4478,Tank Top,M,Green,4,Social Media,Email,89.37,1.68,18.09,3.54,3.51,Will buy again,Cotton,Sublimation,No,2025-04-18,Supplier C,4.8,City C,Credit Card,Handled with care,902923
2025-04-18,8951,Hoodie,M,Blue,6,Online,Email,30.76,2.64,18.37,4.68,4.53,Will buy again,Blend,Sublimation,No,2025-04-19,Supplier A,12.99,City C,Credit Card,Urgent,816870
2025-04-19,4399,Long Sleeve,M,Blue,2,Social Media,Social Media,66.3,3.37,11.42,3.28,4.25,Good quality,Blend,Screen Printing,No,2025-04-20,Supplier A,5.94,City A,Credit Card,Handled with care,632116
2025-04-20,5409,Long Sleeve,L,Red,1,Fair,Social Media,98.96,3.16,16.4,3.57,3.15,Good quality,Polyester,Embroidery,No,2025-04-21,Supplier B,10.96,City B,Bank Transfer,Special instructions,201106
2025-04-21,3874,Long Sleeve,L,Blue,2,Online,Email,27.65,4.59,8.51,2.17,1.36,Good quality,Cotton,Embroidery,Yes,2025-04-22,Supplier A,12.54,City A,Credit Card,Special instructions,327224
2025-04-22,3317,Long Sleeve,L,Red,3,Online,Social Media,55.48,3.37,7.63,3.83,1.52,Will buy again,Blend,Embroidery,Yes,2025-04-23,Supplier A,10.76,City A,Credit Card,Urgent,695024
2025-04-23,7034,Short Sleeve,L,Blue,6,Social Media,Email,81.19,2.03,19.64,4.66,4.26,Fast delivery,Polyester,Embroidery,Yes,2025-04-24,Supplier B,9.09,City B,Bank Transfer,Handled with care,941130
2025-04-24,1078,Long Sleeve,L,Blue,5,Fair,Organic Search,99.17,4.81,14.57,1.19,2.48,Fast delivery,Polyester,Embroidery,No,2025-04-25,Supplier C,5.56,City B,PayPal,Special instructions,221496
2025-04-25,9142,Hoodie,L,White,3,Online,Organic Search,29.58,1.7,14.86,1.87,3.41,Good quality,Cotton,Screen Printing,No,2025-04-26,Supplier C,14.24,City C,Bank Transfer,Handled with care,811707
2025-04-26,6908,Hoodie,XL,Red,7,Fair,Email,52.36,2.91,18.17,4.75,2.17,Will buy again,Cotton,Screen Printing,No,2025-04-27,Supplier C,4.08,City B,Bank Transfer,Special instructions,982693
2025-04-27,6703,Hoodie,M,Black,5,Online,Email,80.24,4.55,5.41,4.22,4.57,Good quality,Cotton,Sublimation,Yes,2025-04-28,Supplier C,8.69,City A,PayPal,Urgent,921727
2025-04-28,8413,Long Sleeve,M,Green,2,Social Media,Email,67.53,3.84,9.29,1.28,4.66,Will buy again,Blend,Screen Printing,No,2025-04-29,Supplier C,11.23,City C,PayPal,Urgent,105529
2025-04-29,4163,Tank Top,L,Red,1,Social Media,Social Media,90.29,3.14,15.79,1.93,4.82,Will buy again,Polyester,Screen Printing,No,2025-04-30,Supplier A,4.54,City B,Credit Card,Handled with care,949095
2025-04-30,7188,Hoodie,S,Blue,8,Fair,Email,28.17,3.75,11.82,2.46,4.71,Will buy again,Polyester,Embroidery,No,2025-05-01,Supplier B,6.94,City B,Credit Card,Handled with care,745088
2025-05-01,8951,Long Sleeve,XL,Green,9,Social Media,Social Media,63.4,2.75,19.14,2.28,3.26,Will buy again,Cotton,Screen Printing,No,2025-05-02,Supplier B,13.23,City A,Credit Card,Handled with care,987423
2025-05-02,2623,Short Sleeve,M,Blue,3,Fair,Social Media,68.74,2.59,11.76,1.21,3.41,Will buy again,Polyester,Sublimation,No,2025-05-03,Supplier C,7.04,City B,Credit Card,Handled with care,486284
2025-05-03,7091,Short Sleeve,XL,Black,9,Social Media,Email,85.14,3.51,6.91,1.68,4.85,Fast delivery,Cotton,Sublimation,Yes,2025-05-04,Supplier B,6.06,City C,Credit Card,Handled with care,972985
2025-05-04,2613,Hoodie,L,Red,6,Fair,Organic Search,87.65,3.95,18.61,2.13,2.49,Not satisfied,Blend,Sublimation,Yes,2025-05-05,Supplier B,12.26,City B,Credit Card,Handled with care,702518
2025-05-05,9702,Tank Top,XL,Red,4,Social Media,Email,57.93,4.75,5.08,1.61,3.52,Fast delivery,Blend,Embroidery,Yes,2025-05-06,Supplier C,5.6,City C,Credit Card,Special instructions,788015
2025-05-06,8581,Short Sleeve,M,Blue,3,Fair,Organic Search,68.35,4.35,16.38,4.31,2.76,Will buy again,Polyester,Sublimation,No,2025-05-07,Supplier A,8.63,City C,Credit Card,Special instructions,473679
2025-05-07,6727,Long Sleeve,XL,Blue,3,Social Media,Social Media,20.63,4.84,5.13,3.08,2.38,Fast delivery,Polyester,Sublimation,No,2025-05-08,Supplier C,13.82,City C,PayPal,Handled with care,717487
2025-05-08,8812,Long Sleeve,XL,Red,7,Fair,Organic Search,75.12,1.46,11.95,1.89,4.72,Fast delivery,Cotton,Screen Printing,No,2025-05-09,Supplier B,14.69,City A,Credit Card,Handled with care,565834
2025-05-09,6041,Short Sleeve,S,Blue,9,Online,Email,21.24,4.96,8.08,4.39,3.28,Fast delivery,Cotton,Embroidery,No,2025-05-10,Supplier A,12.14,City A,Credit Card,Special instructions,863826
2025-05-10,3391,Hoodie,XL,Red,2,Fair,Organic Search,71.77,1.8,19.27,4.04,2.86,Fast delivery,Cotton,Sublimation,Yes,2025-05-11,Supplier B,3.03,City A,Bank Transfer,Special instructions,415243
2025-05-11,8888,Hoodie,M,White,5,Social Media,Organic Search,60.47,1.32,10.95,2.55,1.22,Good quality,Polyester,Sublimation,Yes,2025-05-12,Supplier C,4.79,City A,Bank Transfer,Special instructions,839288
2025-05-12,8209,Short Sleeve,M,Black,2,Social Media,Email,96.32,3.63,5.46,4.36,1.62,Fast delivery,Blend,Embroidery,Yes,2025-05-13,Supplier C,10.47,City C,PayPal,Special instructions,316558
2025-05-13,2776,Long Sleeve,M,Red,4,Online,Organic Search,33.05,3.69,16.65,3.55,3.16,Will buy again,Blend,Embroidery,No,2025-05-14,Supplier C,9.81,City C,Credit Card,Handled with care,469293
2025-05-14,8087,Tank Top,M,Black,8,Social Media,Email,50.7,4.9,9.75,3.49,4.98,Good quality,Blend,Screen Printing,Yes,2025-05-15,Supplier B,9.32,City B,Credit Card,Handled with care,253577
2025-05-15,3321,Long Sleeve,L,Black,4,Online,Email,88.58,4.08,14.59,1.42,2.84,Not satisfied,Polyester,Sublimation,No,2025-05-16,Supplier B,10.26,City C,PayPal,Urgent,992857
2025-05-16,2344,Tank Top,S,White,1,Fair,Organic Search,61.13,2.57,11.08,2.63,3.5,Will buy again,Polyester,Sublimation,Yes,2025-05-17,Supplier B,3.92,City C,Bank Transfer,Special instructions,881361
2025-05-17,1236,Tank Top,L,Red,8,Social Media,Organic Search,85.17,3.4,11.58,1.29,4.41,Not satisfied,Blend,Sublimation,Yes,2025-05-18,Supplier B,7.5,City C,Bank Transfer,Special instructions,250508
2025-05-18,3127,Short Sleeve,M,Blue,4,Online,Organic Search,60.59,3.44,8.96,2.6,4.67,Not satisfied,Polyester,Embroidery,Yes,2025-05-19,Supplier A,13.82,City A,Bank Transfer,Special instructions,494292
2025-05-19,7218,Hoodie,XL,Blue,1,Online,Organic Search,74.59,4.06,16.82,1.24,2.46,Good quality,Cotton,Screen Printing,Yes,2025-05-20,Supplier C,8.33,City B,Credit Card,Handled with care,249098
2025-05-20,2186,Tank Top,M,Red,9,Social Media,Organic Search,90.52,3.32,11.96,1.77,1.65,Not satisfied,Polyester,Sublimation,Yes,2025-05-21,Supplier B,9.68,City B,Credit Card,Urgent,740722
2025-05-21,7822,Long Sleeve,M,Red,4,Online,Email,24.39,2.55,5.59,2.83,4.89,Not satisfied,Polyester,Embroidery,Yes,2025-05-22,Supplier B,10.57,City C,Credit Card,Handled with care,286769
2025-05-22,4062,Hoodie,S,Black,8,Online,Organic Search,90.47,3.73,19.17,3.47,3.11,Good quality,Cotton,Screen Printing,No,2025-05-23,Supplier A,6.25,City B,PayPal,Special instructions,277642
2025-05-23,6781,Hoodie,S,Black,5,Fair,Email,34.32,1.96,12.45,1.72,4.54,Not satisfied,Polyester,Embroidery,No,2025-05-24,Supplier C,9.86,City C,PayPal,Special instructions,440104
2025-05-24,8970,Long Sleeve,XL,Green,2,Fair,Organic Search,80.42,2.4,12.29,1.33,2.19,Not satisfied,Polyester,Sublimation,No,2025-05-25,Supplier C,9.6,City C,Credit Card,Urgent,123061
2025-05-25,9565,Short Sleeve,L,Black,7,Fair,Organic Search,65.27,1.29,10.2,4.49,1.35,Not satisfied,Cotton,Embroidery,Yes,2025-05-26,Supplier A,14.47,City C,Credit Card,Special instructions,522628
2025-05-26,3474,Hoodie,M,Red,5,Online,Organic Search,46.63,4.26,14.53,1.33,4.51,Good quality,Blend,Sublimation,Yes,2025-05-27,Supplier C,14.31,City A,PayPal,Urgent,297901
2025-05-27,1611,Tank Top,S,Green,4,Social Media,Organic Search,96.68,1.28,11.02,3.27,2.67,Will buy again,Blend,Sublimation,No,2025-05-28,Supplier A,11.52,City A,PayPal,Handled with care,878224
2025-05-28,7905,Long Sleeve,XL,Black,7,Fair,Social Media,87.31,2.2,16.24,4.17,2.76,Good quality,Polyester,Screen Printing,No,2025-05-29,Supplier C,6.02,City C,Bank Transfer,Special instructions,888071
2025-05-29,4995,Tank Top,M,Blue,7,Social Media,Social Media,42.84,4.7,18.15,1.67,4.93,Good quality,Blend,Embroidery,Yes,2025-05-30,Supplier A,6.74,City C,Bank Transfer,Special instructions,143088
2025-05-30,3352,Long Sleeve,L,Black,5,Fair,Organic Search,36.21,3.24,12.35,3.59,2.64,Not satisfied,Cotton,Sublimation,No,2025-05-31,Supplier C,8.09,City A,Bank Transfer,Handled with care,905413
2025-05-31,6503,Long Sleeve,L,Black,3,Online,Social Media,48.72,1.87,14.79,3.92,3.29,Fast delivery,Cotton,Embroidery,No,2025-06-01,Supplier C,6.95,City A,Bank Transfer,Urgent,562520
